UNITID,CAMPUSID,PCINSTNM,PCADDR,PCCITY,PCSTABBR,PCZIP,PCFIPS,PCOBEREG,PCCHFNM,PCCHFTITLE,PCGENTELE,PCEIN,PCUEIS,PCOPEID,PCOPEFLAG,OLDUNITID,PCWEBADDR,PCADMINURL,PCFAIDURL,PCAPPLURL,PCNPRICURL,PCVETURL,PCATHURL,PCDISAURL,PCSECTOR,PCICLEVEL,PCCONTROL,PCHLOFFER,PCUGOFFER,PCGROFFER,PCHDEGOFR1,PCDEGGRANT,PCHBCU,PCTRIBAL,PCLOCALE,PCOPENPUBL,PCACT,PCCYACTIVE,PCPOSTSEC,PCPSEFLAG,PCPSET4FLG,PCCBSA,PCCBSATYPE,PCCSA,PCCOUNTYCD,PCCOUNTYNM,PCCNGDSTCD,PCLONGITUD,PCLATITUDE,PCLEVEL1,PCLEVEL1A,PCLEVEL1B,PCLEVEL2,PCLEVEL3,PCLEVEL4,PCLEVEL5,PCLEVEL6,PCLEVEL7,PCLEVEL8,PCLEVEL17,PCLEVEL18,PCLEVEL19,PCFT_FTUG,PCALLONCAM,XPCAPPLFEE,PCAPPLFEEU,PCROOM,XPCCHG1AT0,PCCHG1AT0,XPCCHG1AF0,PCCHG1AF0,XPCCHG1AY0,PCCHG1AY0,XPCCHG1AT1,PCCHG1AT1,XPCCHG1AF1,PCCHG1AF1,XPCCHG1AY1,PCCHG1AY1,XPCCHG1AT2,PCCHG1AT2,XPCCHG1AF2,PCCHG1AF2,XPCCHG1AY2,PCCHG1AY2,XPCCHG1AT3,PCCHG1AT3,XPCCHG1AF3,PCCHG1AF3,XPCCHG1AY3,PCCHG1AY3,PCCHG1TGTD,PCCHG1FGTD,XPCCHG2AT0,PCCHG2AT0,XPCCHG2AF0,PCCHG2AF0,XPCCHG2AY0,PCCHG2AY0,XPCCHG2AT1,PCCHG2AT1,XPCCHG2AF1,PCCHG2AF1,XPCCHG2AY1,PCCHG2AY1,XPCCHG2AT2,PCCHG2AT2,XPCCHG2AF2,PCCHG2AF2,XPCCHG2AY2,PCCHG2AY2,XPCCHG2AT3,PCCHG2AT3,XPCCHG2AF3,PCCHG2AF3,XPCCHG2AY3,PCCHG2AY3,PCCHG2TGTD,PCCHG2FGTD,XPCCHG3AT0,PCCHG3AT0,XPCCHG3AF0,PCCHG3AF0,XPCCHG3AY0,PCCHG3AY0,XPCCHG3AT1,PCCHG3AT1,XPCCHG3AF1,PCCHG3AF1,XPCCHG3AY1,PCCHG3AY1,XPCCHG3AT2,PCCHG3AT2,XPCCHG3AF2,PCCHG3AF2,XPCCHG3AY2,PCCHG3AY2,XPCCHG3AT3,PCCHG3AT3,XPCCHG3AF3,PCCHG3AF3,XPCCHG3AY3,PCCHG3AY3,PCCHG3TGTD,PCCHG3FGTD,XPCCHG4AY0,PCCHG4AY0,XPCCHG4AY1,PCCHG4AY1,XPCCHG4AY2,PCCHG4AY2,XPCCHG4AY3,PCCHG4AY3,XPCCHG5AY0,PCCHG5AY0,XPCCHG5AY1,PCCHG5AY1,XPCCHG5AY2,PCCHG5AY2,XPCCHG5AY3,PCCHG5AY3,XPCCHG6AY0,PCCHG6AY0,XPCCHG6AY1,PCCHG6AY1,XPCCHG6AY2,PCCHG6AY2,XPCCHG6AY3,PCCHG6AY3,XPCCHG7AY0,PCCHG7AY0,XPCCHG7AY1,PCCHG7AY1,XPCCHG7AY2,PCCHG7AY2,XPCCHG7AY3,PCCHG7AY3,XPCCHG8AY0,PCCHG8AY0,XPCCHG8AY1,PCCHG8AY1,XPCCHG8AY2,PCCHG8AY2,XPCCHG8AY3,PCCHG8AY3,XPCCHG9AY0,PCCHG9AY0,XPCCHG9AY1,PCCHG9AY1,XPCCHG9AY2,PCCHG9AY2,XPCCHG9AY3,PCCHG9AY3,PCCIPCODE1,XPCCIPLGT1,PCCIPLGTH1,PCPRGMSR1,XPCMTHCMP1,PCMTHCMP1,XPCWKCMP1,PCWKCMP1,XPCLNAYHR1,PCLNAYHR1,XPCLNAYWK1,PCLNAYWK1,XPCCHG1PY0,PCCHG1PY0,XPCCHG1PY1,PCCHG1PY1,XPCCHG1PY2,PCCHG1PY2,XPCCHG1PY3,PCCHG1PY3,XPCCHG4PY0,PCCHG4PY0,XPCCHG4PY1,PCCHG4PY1,XPCCHG4PY2,PCCHG4PY2,XPCCHG4PY3,PCCHG4PY3,XPCCHG5PY0,PCCHG5PY0,XPCCHG5PY1,PCCHG5PY1,XPCCHG5PY2,PCCHG5PY2,XPCCHG5PY3,PCCHG5PY3,XPCCHG6PY0,PCCHG6PY0,XPCCHG6PY1,PCCHG6PY1,XPCCHG6PY2,PCCHG6PY2,XPCCHG6PY3,PCCHG6PY3,XPCCHG7PY0,PCCHG7PY0,XPCCHG7PY1,PCCHG7PY1,XPCCHG7PY2,PCCHG7PY2,XPCCHG7PY3,PCCHG7PY3,XPCCHG8PY0,PCCHG8PY0,XPCCHG8PY1,PCCHG8PY1,XPCCHG8PY2,PCCHG8PY2,XPCCHG8PY3,PCCHG8PY3,XPCCHG9PY0,PCCHG9PY0,XPCCHG9PY1,PCCHG9PY1,XPCCHG9PY2,PCCHG9PY2,XPCCHG9PY3,PCCHG9PY3 
461315, 1,"Keweenaw Bay Ojibwa Community College - Wabanung Campus","770 N Main St","L'Anse","MI","49946-0000",26, 3,"Lori Ann Sherman","President","9065248400","010678043","J3M7L8B4VKJ1","04164701",1,493415,"www.kbocc.edu/","www.kbocc.edu/admissions/","www.kbocc.edu/financial-aid/","www.kbocc.edu/wp-content/uploads/2018/04/Admission-app-4.13.2018.pdf","www.kbocc.edu/NetPrice/npcalc.htm"," "," ","www.kbocc.edu/disability-accomodations/",4,2,1,3,1,2,40,1,2,1,43,1,"A ",1,1,1,1,-2,-2,-2,26013,"Baraga County",2601,-88.447052,46.764477,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,"R",20,2 ,"R",150,"R",800,"R",950,"R",150,"R",800,"R",950,"R",150,"R",800,"R",950,"R",160,"R",800,"R",960,.,.,"R",150,"R",800,"R",950,"R",150,"R",800,"R",950,"R",150,"R",800,"R",950,"R",160,"R",800,"R",960,.,.,"R",150,"R",800,"R",950,"R",150,"R",800,"R",950,"R",150,"R",800,"R",950,"R",160,"R",800,"R",960,.,.,"R",1266,"R",1266,"R",1266,"R",1266,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5120,"R",5120,"R",5120,"R",5120,"R",3550,"R",3550,"R",3550,"R",3550,"R",3500,"R",3500,"R",3500,"R",3500,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
461829, 1,"Cinta Aveda Institute - San Jose","111 West Saint Johns Street","San Jose","CA","95113-0000", 6, 8,"Kimberly Jay","Director of Financial Aid and Compliance","4086482555","274678255"," ","04180001",1,494825,"https://www.cintaaveda.com/","https://www.cintaaveda.com/","https://www.cintaaveda.com/","https://www.cintaaveda.com/","https://www.cintaaveda.com/","https://www.cintaaveda.com/","https://www.cintaaveda.com/","https://www.cintaaveda.com/",9,3,3,2,1,2,0,2,2,2,11,1,"A ",1,1,1,1,41940,1,488,6085,"Santa Clara County",619,-121.894209,37.337290,1,0,1,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,"R",75,2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"12.0408","R",600,1,"R",6,"R",22,"R",900,"R",33,"C",11600,"C",11600,"C",11600,"R",11600,"C",1620,"C",1620,"C",1620,"R",1610,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"C",4579,"C",4579,"C",4579,"R",8784,"C",675,"C",675,"C",675,"R",1320,"C",569,"C",569,"C",569,"R",1111,
461856, 1,"Southern California Health Institute (SOCHI) - North Hollywood","5644 Vineland Avenue","North Hollywood","CA","91601-2028", 6, 8,"Marina Isounts","President","8189808990","954558197","MHS8DM8CND53","04181201",5,494320,"https://www.sochi.edu/"," "," "," "," ","https://www.sochi.edu/"," "," ",9,3,3,2,1,2,0,2,2,2,11,1,"A ",1,1,1,2,31080,1,348,6037,"Los Angeles County",629,-118.370014,34.173485,0,0,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,2,"R",0,2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"51.3501","R",54,2,"R",9,"R",37,"R",37,"R",37,"R",14700,"R",14700,"R",14700,"R",14700,"R",1465,"R",1465,"R",1465,"R",1465,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15503,"R",17039,"R",17732,"R",18278,"R",5421,"R",4764,"R",4893,"R",4995,"R",4829,"R",4274,"R",4394,"R",4496,
475033, 1,"Relay Graduate School of Education - Newark","50 Park Place, Suite 1001","Newark","NJ","07102",34, 2,"Alaina Harper","Executive Director, NJ/PA","9738481901","275316628","ZA9HAH8B4PX8","04208601",1,486910,"relay.edu/location/relay-newark","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,1,1,20,1,2,2,11,1,"A ",1,1,1,1,35620,1,408,34013,"Essex County",3410,-74.168494,40.739069,1,0,1,0,0,0,0,0,1,0,0,0,0,2,-2,"C",0,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033, 2,"Relay Graduate School of Education - New Orleans","639 Loyola Ave, Suite 1860","New Orleans","LA","70113",22, 5,"Keshona Holmes","State Director, Louisiana","5044757659","275316628","ZA9HAH8B4PX8","04208602",1,486929,"relay.edu/location/relay-new-orleans","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,1,1,20,1,2,2,11,1,"A ",1,1,1,1,35380,1,406,22071,"Orleans Parish",2202,-90.076825,29.949110,1,0,1,0,0,0,0,0,1,0,0,0,0,2,-2,"C",0,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033, 3,"Relay Graduate School of Education - Delaware","3411 Silverside Rd, Baynard Building, Suite 104","Wilmington","DE","19801",10, 2,"Dana Davisson","Program Director, Delaware","3023856068","275316628","ZA9HAH8B4PX8","04208605",1,489292,"relay.edu/location/relay-delaware","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,2,1,20,1,2,2,21,1,"A ",1,1,1,1,37980,1,428,10003,"New Castle County",1000,-75.541438,39.811237,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,"A",,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033, 4,"Relay Graduate School of Education - Memphis","1350 Concourse Ave, Suite 434","Memphis","TN","38104",47, 5,"Lequite Manning","Dean","9014432308","275316628","ZA9HAH8B4PX8","04208606",1,489308,"relay.edu/location/relay-memphis","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,1,1,20,1,2,2,11,1,"A ",1,1,1,1,32820,1,368,47157,"Shelby County",4709,-90.015563,35.152205,1,0,1,0,0,0,0,0,1,0,0,0,0,2,-2,"C",0,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033, 5,"Relay Graduate School of Education - Houston","7447 Harwin Drive, Ste 249","Houston","TX","77036",48, 6,"Helen Hailemariam","Executive Director, Texas","8325981381","275316628","ZA9HAH8B4PX8","04208603",1,489946,"relay.edu/location/relay-houston","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,2,1,20,1,2,2,11,1,"A ",1,1,1,1,26420,1,288,48201,"Harris County",4807,-95.514636,29.717178,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,"A",,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033, 6,"Relay Graduate School of Education - Chicago","924 W 19th Place, Suite 200","Chicago","IL","60608",17, 3,"Beej Shah","Associate Dean","7736760548","275316628","ZA9HAH8B4PX8","04208604",1,489955,"relay.edu/location/relay-chicago","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,2,1,20,1,2,2,11,1,"A ",1,1,1,1,16980,1,176,17031,"Cook County",1704,-87.649411,41.856546,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,"A",,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033, 7,"Relay Graduate School of Education - Baton Rouge","304 Laurel Street, Suite 2D","Baton Rouge","LA","70801",22, 5,"Keshona Holmes","State Director, Louisiana","5044757659","275316628","ZA9HAH8B4PX8","04208607",1,489964,"relay.edu/location/relay-baton-rouge","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,1,1,20,1,2,2,12,1,"A ",1,1,1,1,12940,1,-2,22033,"East Baton Rouge Parish",2206,-91.188003,30.450200,1,0,1,0,0,0,0,0,1,0,0,0,0,2,-2,"C",0,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033, 8,"Relay Graduate School of Education - Philadelphia & Camden","100 W. Oxford St., Suite 2100 E","Philadelphia","PA","19122-4906",42, 2,"Alaina Harper","Executive Director, NJ/PA","2679899129","275316628","ZA9HAH8B4PX8","04208608",1,489973,"relay.edu/location/relay-philadelphia-camden","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,1,1,20,1,2,2,11,1,"A ",1,1,1,1,37980,1,428,42101,"Philadelphia County",4202,-75.135038,39.973897,1,0,1,0,0,0,0,0,1,0,0,0,0,2,-2,"C",0,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033, 9,"Relay Graduate School of Education - Denver","4130 Navajo Street","Denver","CO","80211-2534", 8, 7,"Quinn Rohena","Program Director, Colorado","7203888454","275316628","ZA9HAH8B4PX8","04208609",1,489982,"relay.edu/location/relay-denver","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,1,1,20,1,2,2,11,1,"A ",1,1,1,1,19740,1,216,8031,"Denver County",801,-105.003931,39.773640,1,0,1,0,0,0,0,0,1,0,0,0,0,2,-2,"C",0,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033,10,"Relay Graduate School of Education - Nashville","1108 McKennie Avenue","Nashville","TN","37206",47, 5,"Austin Moag","Dean","6152708257","275316628","ZA9HAH8B4PX8","04208610",1,489991,"relay.edu/location/relay-nashville","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","relay.edu/policies",2,1,2,7,1,1,20,1,2,2,11,1,"A ",1,1,1,1,34980,1,400,47037,"Davidson County",4705,-86.744061,36.191490,1,0,1,0,0,0,0,0,1,0,0,0,0,2,-2,"C",0,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
475033,11,"Relay Graduate School of Education - San Antonio","1520 W Contour Drive","San Antonio","TX","78212",48, 6,"Helen Hailemariam","Executive Director, Texas","2108260661","275316628","ZA9HAH8B4PX8","04208611",1,491358,"relay.edu/location/relay-san-antonio","www.relay.edu/apply-relay-programs","www.relay.edu/financial-aid","apply.relay.edu/apply/","www.relay.edu/financial-aid"," "," ","https://www.relay.edu/policies",2,1,2,7,2,1,20,1,2,2,11,1,"A ",1,1,1,1,41700,1,484,48029,"Bexar County",4820,-98.497048,29.486627,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-2,"A",,-2 ,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"     -2","A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,
